Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of MAPK cascade (GO:0043408)	11/166	5.820588e-05	1.567461e-03	0	0	4.636638e+00	4.521429e+01	BMP2;IL6;DUSP1;GDF15;FLT4;IL1B;PDGFB;LIF;IGF1;FGFR2;CX3CL1
GO_Biological_Process_2021	antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)	7/64	5.855634e-05	1.567461e-03	0	0	7.957327e+00	7.754830e+01	CCL13;GNLY;S100A12;CXCL3;CXCL14;CXCL2;PF4
GO_Biological_Process_2021	cellular zinc ion homeostasis (GO:0006882)	5/28	6.352234e-05	1.682680e-03	0	0	1.401782e+01	1.354699e+02	MT2A;MT1M;MT1G;MT1X;MT4
GO_Biological_Process_2021	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902043)	3/6	7.124909e-05	1.822795e-03	0	0	6.412704e+01	6.123701e+02	TIMP3;THBS1;ATF3
GO_Biological_Process_2021	cellular response to transforming growth factor beta stimulus (GO:0071560)	9/114	7.174394e-05	1.822795e-03	0	0	5.577124e+00	5.321919e+01	ACVRL1;CDH5;CLDN5;JUN;COL3A1;GDF15;FOS;LRRC32;OVOL2
GO_Biological_Process_2021	response to lipid (GO:0033993)	9/114	7.174394e-05	1.822795e-03	0	0	5.577124e+00	5.321919e+01	FOXA1;SOCS2;GPX3;IL1B;PELI1;IL12A;TRIB1;LIAS;SELE
GO_Biological_Process_2021	transforming growth factor beta receptor signaling pathway (GO:0007179)	8/89	7.239573e-05	1.822795e-03	0	0	6.412885e+00	6.113636e+01	ACVRL1;CDH5;CLDN5;JUN;COL3A1;GDF15;FOS;LRRC32
GO_Biological_Process_2021	positive regulation of inflammatory response (GO:0050729)	8/89	7.239573e-05	1.822795e-03	0	0	6.412885e+00	6.113636e+01	CEBPA;IL6;IL1B;SERPINE1;S100A12;TLR7;CX3CL1;CCR2
GO_Biological_Process_2021	response to zinc ion (GO:0010043)	5/29	7.578814e-05	1.889502e-03	0	0	1.343306e+01	1.274471e+02	MT2A;MT1M;MT1G;MT1X;MT4
GO_Biological_Process_2021	positive regulation of cell-cell adhesion (GO:0022409)	6/47	8.310249e-05	2.051744e-03	0	0	9.458761e+00	8.886918e+01	FOXA1;CEACAM6;IL1B;AGER;CX3CL1;FSTL3
GO_Biological_Process_2021	digestive tract morphogenesis (GO:0048546)	4/16	8.892973e-05	2.174503e-03	0	0	2.143573e+01	1.999453e+02	SOX17;FOXF1;AGR2;FGFR2
GO_Biological_Process_2021	zinc ion homeostasis (GO:0055069)	5/30	8.979920e-05	2.174851e-03	0	0	1.289508e+01	1.201555e+02	MT2A;MT1M;MT1G;MT1X;MT4
GO_Biological_Process_2021	cell chemotaxis (GO:0060326)	7/69	9.520153e-05	2.283939e-03	0	0	7.313744e+00	6.772172e+01	NR4A1;EGR3;PDGFB;CCR5;CX3CL1;CCR2;HBEGF
GO_Biological_Process_2021	positive regulation of cell-substrate adhesion (GO:0010811)	7/70	1.043930e-04	2.481042e-03	0	0	7.197286e+00	6.598003e+01	PDGFB;AGR2;CDH13;NEDD9;FUT1;CX3CL1;LIMS2
GO_Biological_Process_2021	positive regulation of leukocyte cell-cell adhesion (GO:1903039)	5/31	1.057189e-04	2.489289e-03	0	0	1.239849e+01	1.135048e+02	IL6;NR4A3;CCL2;HAS2;CCR2
GO_Biological_Process_2021	negative regulation of MAPK cascade (GO:0043409)	8/94	1.067343e-04	2.490141e-03	0	0	6.038503e+00	5.522312e+01	BMP4;RGS2;DUSP1;LMO3;IL1B;SPRY4;TIMP3;DUSP6
GO_Biological_Process_2021	positive regulation of smooth muscle cell migration (GO:0014911)	4/17	1.148775e-04	2.655759e-03	0	0	1.978582e+01	1.794899e+02	NR4A3;ADAMTS1;PDGFB;IGF1
GO_Biological_Process_2021	cellular response to interleukin-18 (GO:0071351)	3/7	1.232540e-04	2.798526e-03	0	0	4.809283e+01	4.328963e+02	IL18RAP;PDGFB;IL18R1
GO_Biological_Process_2021	interleukin-18-mediated signaling pathway (GO:0035655)	3/7	1.232540e-04	2.798526e-03	0	0	4.809283e+01	4.328963e+02	IL18RAP;PDGFB;IL18R1
GO_Biological_Process_2021	negative regulation of cell adhesion (GO:0007162)	7/73	1.363846e-04	3.061794e-03	0	0	6.869087e+00	6.113509e+01	ACVRL1;DUSP1;PTPRO;SERPINE1;CDH13;CX3CL1;RND1
GO_Biological_Process_2021	regulation of tumor necrosis factor production (GO:0032680)	9/124	1.372570e-04	3.061794e-03	0	0	5.089557e+00	4.526476e+01	ZFP36;IL6;TNFAIP3;IGF1;AGER;THBS1;CX3CL1;CCR2;PF4
GO_Biological_Process_2021	vasculogenesis (GO:0001570)	5/33	1.439741e-04	3.156260e-03	0	0	1.151171e+01	1.018312e+02	EGFL7;SOX17;HAS2;ADM;RASIP1
GO_Biological_Process_2021	negative regulation of smooth muscle cell proliferation (GO:0048662)	5/33	1.439741e-04	3.156260e-03	0	0	1.151171e+01	1.018312e+02	NDRG4;PTGIR;TNFAIP3;IL12A;TRIB1
GO_Biological_Process_2021	extracellular structure organization (GO:0043062)	12/216	1.472779e-04	3.201091e-03	0	0	3.846427e+00	3.393776e+01	COL3A1;POSTN;COL15A1;MMP7;LAMC3;ADAMTS1;SERPINE1;PDGFB;MMP19;ADAMTS8;THBS1;ICAM1
GO_Biological_Process_2021	external encapsulating structure organization (GO:0045229)	12/217	1.537779e-04	3.313417e-03	0	0	3.827468e+00	3.360517e+01	COL3A1;POSTN;COL15A1;MMP7;LAMC3;ADAMTS1;SERPINE1;PDGFB;MMP19;ADAMTS8;THBS1;ICAM1
GO_Biological_Process_2021	negative regulation of growth (GO:0045926)	9/126	1.550517e-04	3.313417e-03	0	0	5.002044e+00	4.387669e+01	ACVRL1;MT2A;SOX17;MT1M;MT1G;WFDC1;MT1X;AGTR2;MSX1
GO_Biological_Process_2021	negative regulation of blood vessel endothelial cell migration (GO:0043537)	5/34	1.666721e-04	3.532060e-03	0	0	1.111419e+01	9.668769e+01	ACVRL1;AGTR2;MEOX2;KLF4;THBS1
GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	13/253	1.712311e-04	3.598684e-03	0	0	3.547278e+00	3.076376e+01	LTK;FLT4;TIE1;VEGFC;IGF1;AGER;THBS1;BMP4;BMP2;GPNMB;IL1B;ERP29;FGFR2
GO_Biological_Process_2021	negative regulation of transcription by RNA polymerase II (GO:0000122)	24/684	1.807665e-04	3.744030e-03	0	0	2.419580e+00	2.085268e+01	PLK3;EDN1;JUN;BCL11A;NOTCH4;PDGFB;ARID5A;KLF4;ETS2;KLF2;PER2;NR4A2;BMP4;ZFP36;BMP2;NR4A3;EDNRB;NFIL3;MYB;FOSB;HES1;CRYM;ATF3;FGFR2
GO_Biological_Process_2021	positive regulation of leukocyte chemotaxis (GO:0002690)	6/54	1.825346e-04	3.744030e-03	0	0	8.076480e+00	6.952695e+01	IL6;SERPINE1;VEGFC;IL12A;THBS1;CCR2
GO_Biological_Process_2021	regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)	4/19	1.825638e-04	3.744030e-03	0	0	1.714597e+01	1.475996e+02	BMP2;CDH3;IGFBP2;IGF1
GO_Biological_Process_2021	positive regulation of macromolecule biosynthetic process (GO:0010557)	9/129	1.853251e-04	3.770253e-03	0	0	4.876246e+00	4.190353e+01	SLC25A37;IL6;PCNA;IL1B;PDGFB;CCL2;IGF1;KLF4;THBS1
GO_Biological_Process_2021	positive regulation of vascular associated smooth muscle cell migration (GO:1904754)	3/8	1.949432e-04	3.934448e-03	0	0	3.847231e+01	3.286614e+02	NR4A3;ADAMTS1;PDGFB
GO_Biological_Process_2021	negative regulation of blood vessel morphogenesis (GO:2000181)	7/78	2.070400e-04	4.113303e-03	0	0	6.383721e+00	5.415055e+01	CLDN5;ADAMTS1;SERPINF1;KLF4;THBS1;CCR2;PF4
GO_Biological_Process_2021	negative regulation of protein serine/threonine kinase activity (GO:0071901)	7/78	2.070400e-04	4.113303e-03	0	0	6.383721e+00	5.415055e+01	BMP4;CEBPA;RGS2;DUSP1;IL1B;SPRY4;RASIP1
GO_Biological_Process_2021	regulation of apoptotic process (GO:0042981)	25/742	2.463639e-04	4.734998e-03	0	0	2.321197e+00	1.928613e+01	TOP2A;FOXA1;LTK;FLT4;THBS1;CX3CL1;SOCS2;TRIM2;PERP;CD38;PHLDA1;PLK3;JUN;EGR3;GADD45B;SPHK1;IGF1;DUSP6;RHOB;BMP4;OLFM1;IL6;BMP2;BAX;ANGPTL4
GO_Biological_Process_2021	positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	9/134	2.466535e-04	4.734998e-03	0	0	4.680000e+00	3.887922e+01	CSF3;IL6;PDGFB;LIF;NOX4;NEDD9;IL12A;HES1;IGF1
GO_Biological_Process_2021	positive regulation of interferon-gamma production (GO:0032729)	6/57	2.466917e-04	4.734998e-03	0	0	7.600232e+00	6.313795e+01	IL1B;PDE4B;IL12A;TLR7;IL18R1;CCR2
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	15/335	2.501870e-04	4.734998e-03	0	0	3.077860e+00	2.552562e+01	EGR1;SPHK1;FLT4;SERPINE1;RORA;PTGS2;AGER;IL6;IL1B;IRF1;PDE4B;IL12A;TLR7;IL18R1;CCR2
GO_Biological_Process_2021	regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	5/37	2.513664e-04	4.734998e-03	0	0	1.007070e+01	8.347197e+01	JUN;NR4A3;ADAMTS1;PDGFB;IGF1
GO_Biological_Process_2021	negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	5/37	2.513664e-04	4.734998e-03	0	0	1.007070e+01	8.347197e+01	PLK3;GPNMB;FAM107A;CCL2;KLF4
GO_Biological_Process_2021	positive regulation of signaling receptor activity (GO:2000273)	5/37	2.513664e-04	4.734998e-03	0	0	1.007070e+01	8.347197e+01	EDN1;ARC;CCL2;CCR2;HBEGF
GO_Biological_Process_2021	extracellular matrix organization (GO:0030198)	14/300	2.634770e-04	4.926633e-03	0	0	3.208940e+00	2.644662e+01	POSTN;COL15A1;MMP7;LAMC3;SERPINE1;PDGFB;THBS1;ICAM1;COL3A1;ADAMTS1;MMP19;HAS2;ADAMTS8;GPM6B
GO_Biological_Process_2021	fat cell differentiation (GO:0045444)	6/58	2.716162e-04	5.041752e-03	0	0	7.453694e+00	6.120318e+01	NR4A2;PER2;CEBPA;NR4A1;NR4A3;KLF4
GO_Biological_Process_2021	endocardial cushion development (GO:0003197)	4/21	2.750921e-04	5.069270e-03	0	0	1.512726e+01	1.240194e+02	ACVRL1;BMP4;BMP2;FOXF1
GO_Biological_Process_2021	cell-cell junction organization (GO:0045216)	7/82	2.826526e-04	5.171118e-03	0	0	6.042024e+00	4.937114e+01	CDH5;CLDN5;CDH3;CXADR;CDH13;DSG2;LIMS2
GO_Biological_Process_2021	regulation of endothelial cell differentiation (GO:0045601)	3/9	2.890612e-04	5.176638e-03	0	0	3.205863e+01	2.612417e+02	TMEM100;NOTCH4;APOLD1
GO_Biological_Process_2021	regulation of glial cell proliferation (GO:0060251)	3/9	2.890612e-04	5.176638e-03	0	0	3.205863e+01	2.612417e+02	IL6;IL1B;HES1
GO_Biological_Process_2021	negative regulation of fibrinolysis (GO:0051918)	3/9	2.890612e-04	5.176638e-03	0	0	3.205863e+01	2.612417e+02	THBD;SERPINE1;THBS1
GO_Biological_Process_2021	regulation of interleukin-1 beta production (GO:0032651)	7/83	3.046514e-04	5.417683e-03	0	0	5.962220e+00	4.827217e+01	EGR1;SERPINB1;IL6;TNFAIP3;IGF1;AGER;CX3CL1
GO_Biological_Process_2021	endothelial cell migration (GO:0043542)	5/39	3.237246e-04	5.677459e-03	0	0	9.477338e+00	7.615627e+01	DPP4;CDH5;NR4A1;EGR3;CDH13
GO_Biological_Process_2021	odontogenesis (GO:0042476)	5/39	3.237246e-04	5.677459e-03	0	0	9.477338e+00	7.615627e+01	BMP4;BMP2;AQP5;MSX1;FGFR2
GO_Biological_Process_2021	regulation of neurogenesis (GO:0050767)	6/62	3.917250e-04	6.822992e-03	0	0	6.919878e+00	5.428610e+01	PER2;IL6;SERPINF1;IL1B;HES1;CX3CL1
GO_Biological_Process_2021	endothelial tube morphogenesis (GO:0061154)	3/10	4.082120e-04	7.061790e-03	0	0	2.747743e+01	2.144263e+02	ACVRL1;BMP4;RHOB
GO_Biological_Process_2021	negative regulation of cell migration (GO:0030336)	9/144	4.202408e-04	7.220759e-03	0	0	4.331118e+00	3.367307e+01	ACVRL1;CLDN5;NDRG4;COL3A1;SERPINE1;STC1;TRIB1;CX3CL1;RHOB
GO_Biological_Process_2021	regulation of keratinocyte proliferation (GO:0010837)	4/24	4.708453e-04	7.982398e-03	0	0	1.285621e+01	9.849117e+01	ZFP36;CDH3;KLF9;FGFR2
GO_Biological_Process_2021	protein kinase B signaling (GO:0043491)	4/24	4.708453e-04	7.982398e-03	0	0	1.285621e+01	9.849117e+01	PLK3;IL1B;CCL2;IGF1
GO_Biological_Process_2021	positive regulation of DNA-binding transcription factor activity (GO:0051091)	12/246	4.834935e-04	8.142543e-03	0	0	3.348133e+00	2.556123e+01	FOXA1;EDN1;CSF3;IL6;IL18RAP;SPHK1;IL1B;BTK;S100A12;AGER;CX3CL1;IL18R1
GO_Biological_Process_2021	regulation of protein binding (GO:0043393)	8/118	5.094549e-04	8.523314e-03	0	0	4.715232e+00	3.575169e+01	BMP4;CLDN5;CSF3;BMP2;CTSZ;PDGFB;BAX;NES
GO_Biological_Process_2021	positive regulation of T cell proliferation (GO:0042102)	6/66	5.497932e-04	8.930493e-03	0	0	6.457237e+00	4.846782e+01	IL6;IL1B;IGFBP2;IGF1;AGER;CCR2
GO_Biological_Process_2021	regulation of epidermal cell differentiation (GO:0045604)	4/25	5.537356e-04	8.930493e-03	0	0	1.224339e+01	9.181099e+01	BMP4;ZFP36;MAFF;SGPP1
GO_Biological_Process_2021	regulation of heterotypic cell-cell adhesion (GO:0034114)	4/25	5.537356e-04	8.930493e-03	0	0	1.224339e+01	9.181099e+01	CEACAM6;IL1B;KLF4;AGER
GO_Biological_Process_2021	negative regulation of cell junction assembly (GO:1901889)	4/25	5.537356e-04	8.930493e-03	0	0	1.224339e+01	9.181099e+01	ACVRL1;IL1B;FAM107A;THBS1
GO_Biological_Process_2021	regulation of T cell mediated immunity (GO:0002709)	3/11	5.548635e-04	8.930493e-03	0	0	2.404153e+01	1.802343e+02	IL1B;AGER;CCR2
GO_Biological_Process_2021	positive regulation of cellular extravasation (GO:0002693)	3/11	5.548635e-04	8.930493e-03	0	0	2.404153e+01	1.802343e+02	AGER;CCR2;ICAM1
GO_Biological_Process_2021	positive regulation of gene expression (GO:0010628)	18/482	5.650711e-04	9.037584e-03	0	0	2.554234e+00	1.910199e+01	EGR1;RAMP3;PDGFB;IGF1;KLF4;THBS1;OVOL2;BMP4;OLFM1;CDH5;CLDN5;IL6;BMP2;CDH3;IL1B;AGR2;ERP29;PF4
GO_Biological_Process_2021	branching morphogenesis of an epithelial tube (GO:0048754)	5/44	5.732411e-04	9.110951e-03	0	0	8.260193e+00	6.165577e+01	BMP4;BMP2;NOTCH4;TIE1;RASIP1
GO_Biological_Process_2021	negative regulation of apoptotic process (GO:0043066)	18/485	6.072953e-04	9.592249e-03	0	0	2.537429e+00	1.879346e+01	PLK3;LTK;EGR3;SPHK1;FLT4;IGF1;KLF4;THBS1;CX3CL1;SOCS2;NR4A2;BMP4;IL6;MSH2;CEACAM6;CD38;CCL2;ANGPTL4
GO_Biological_Process_2021	positive regulation of chemotaxis (GO:0050921)	5/45	6.368095e-04	9.996336e-03	0	0	8.053279e+00	5.926440e+01	IL6;PDGFB;CDH13;THBS1;CCR2
GO_Biological_Process_2021	negative regulation of interleukin-1 beta production (GO:0032691)	4/26	6.464863e-04	1.001771e-02	0	0	1.168627e+01	8.582352e+01	SERPINB1;TNFAIP3;IGF1;CX3CL1
GO_Biological_Process_2021	hemopoiesis (GO:0030097)	7/94	6.499887e-04	1.001771e-02	0	0	5.205455e+00	3.820052e+01	BMP4;CEBPA;FLT4;NOTCH4;PDGFB;FGFR2;FSTL3
GO_Biological_Process_2021	positive regulation of epithelial cell migration (GO:0010634)	7/94	6.499887e-04	1.001771e-02	0	0	5.205455e+00	3.820052e+01	BMP4;EDN1;FLT4;FUT1;THBS1;SASH1;RHOB
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	54/2244	6.837250e-04	1.047417e-02	0	0	1.685574e+00	1.228438e+01	ACVRL1;ZNF331;FOXA1;RORA;MEOX2;MEOX1;ETS2;SOX17;MYB;CD38;JUNB;PKNOX2;ARID5A;FOS;OVOL2;ELF3;IL1B;IRF1;ELF5;ATF3;ZNF552;CEBPA;PCNA;CEBPD;NOTCH4;PDGFB;TYMS;FSTL3;HIRA;NFIL3;CAMTA1;HES1;MSX1;EGR1;JUN;JUND;EGR3;IRX5;BCL11A;FOXF1;IGF1;KLF4;KLF2;FOSL1;PER2;NR4A2;BMP4;NR4A1;IL6;BMP2;NR4A3;MAFF;KLF9;FOSB
GO_Biological_Process_2021	cellular response to interleukin-1 (GO:0071347)	9/155	7.163694e-04	1.059200e-02	0	0	4.002549e+00	2.898371e+01	EGR1;CCL13;IL1R2;IL1B;PELI1;CCL2;HAS2;MAP3K8;CX3CL1
GO_Biological_Process_2021	positive regulation of NF-kappaB transcription factor activity (GO:0051092)	9/155	7.163694e-04	1.059200e-02	0	0	4.002549e+00	2.898371e+01	IL6;IL18RAP;SPHK1;IL1B;BTK;S100A12;AGER;CX3CL1;IL18R1
GO_Biological_Process_2021	regulation of astrocyte differentiation (GO:0048710)	3/12	7.313517e-04	1.059200e-02	0	0	2.136916e+01	1.542985e+02	BMP2;IL6;HES1
GO_Biological_Process_2021	cellular response to fluid shear stress (GO:0071498)	3/12	7.313517e-04	1.059200e-02	0	0	2.136916e+01	1.542985e+02	HAS2;KLF4;KLF2
GO_Biological_Process_2021	regulation of plasminogen activation (GO:0010755)	3/12	7.313517e-04	1.059200e-02	0	0	2.136916e+01	1.542985e+02	CTSZ;SERPINE1;THBS1
GO_Biological_Process_2021	regulation of vascular associated smooth muscle cell migration (GO:1904752)	3/12	7.313517e-04	1.059200e-02	0	0	2.136916e+01	1.542985e+02	NR4A3;ADAMTS1;PDGFB
GO_Biological_Process_2021	negative regulation of hemostasis (GO:1900047)	3/12	7.313517e-04	1.059200e-02	0	0	2.136916e+01	1.542985e+02	THBD;EDN1;SERPINE1
GO_Biological_Process_2021	positive regulation of T-helper 1 type immune response (GO:0002827)	3/12	7.313517e-04	1.059200e-02	0	0	2.136916e+01	1.542985e+02	IL1B;IL18R1;CCR2
GO_Biological_Process_2021	positive regulation of cell differentiation (GO:0045597)	12/258	7.362376e-04	1.059200e-02	0	0	3.182845e+00	2.296091e+01	ACVRL1;BMP4;TMEM100;OLFM1;CSF3;ZFP36;BMP2;IL6;IL1B;LMO3;IGF1;PF4
GO_Biological_Process_2021	regulation of protein secretion (GO:0050708)	8/125	7.463736e-04	1.059200e-02	0	0	4.431539e+00	3.190834e+01	DPP4;PER2;IL6;IL1B;ERP29;IL12A;IGF1;RAPGEF4
GO_Biological_Process_2021	regulation of blood coagulation (GO:0030193)	4/27	7.497287e-04	1.059200e-02	0	0	1.117761e+01	8.043182e+01	THBD;EDN1;SERPINE1;THBS1
GO_Biological_Process_2021	negative regulation of endothelial cell apoptotic process (GO:2000352)	4/27	7.497287e-04	1.059200e-02	0	0	1.117761e+01	8.043182e+01	CDH5;SERPINE1;TNFAIP3;ICAM1
GO_Biological_Process_2021	positive regulation of mitotic cell cycle (GO:0045931)	4/27	7.497287e-04	1.059200e-02	0	0	1.117761e+01	8.043182e+01	FOXA1;CCNB1;SPHK1;HES1
GO_Biological_Process_2021	positive regulation of nuclear division (GO:0051785)	4/27	7.497287e-04	1.059200e-02	0	0	1.117761e+01	8.043182e+01	EDN1;IL1B;PDGFB;IGF1
GO_Biological_Process_2021	positive regulation of defense response (GO:0031349)	7/98	8.335919e-04	1.171174e-02	0	0	4.975628e+00	3.527604e+01	CEBPA;IL1B;SERPINE1;S100A12;TLR7;CX3CL1;CCR2
GO_Biological_Process_2021	regulation of interleukin-2 production (GO:0032663)	5/48	8.593617e-04	1.190296e-02	0	0	7.490278e+00	5.287628e+01	ZFP36;IL1B;PDE4B;TNFAIP3;CCR2
GO_Biological_Process_2021	negative regulation of MAP kinase activity (GO:0043407)	5/48	8.593617e-04	1.190296e-02	0	0	7.490278e+00	5.287628e+01	BMP4;RGS2;DUSP1;IL1B;SPRY4
GO_Biological_Process_2021	negative regulation of transcription, DNA-templated (GO:0045892)	28/948	8.612445e-04	1.190296e-02	0	0	2.025748e+00	1.429597e+01	CEBPA;NOTCH4;PDGFB;ETS2;ZFP36;EDNRB;NFIL3;MYB;CD38;HES1;CRYM;PLK3;EDN1;JUN;BCL11A;ARID5A;KLF4;KLF2;PER2;NR4A2;BMP4;BMP2;NR4A3;ELF3;IRF1;FOSB;ATF3;FGFR2
GO_Biological_Process_2021	positive regulation of stress-activated MAPK cascade (GO:0032874)	7/99	8.853337e-04	1.216975e-02	0	0	4.921294e+00	3.459446e+01	BMP2;GADD45B;FLT4;SPHK1;IL1B;AGER;SASH1
GO_Biological_Process_2021	regulation of fibrinolysis (GO:0051917)	3/13	9.398849e-04	1.264618e-02	0	0	1.923127e+01	1.340372e+02	THBD;SERPINE1;THBS1
GO_Biological_Process_2021	negative regulation of macromolecule biosynthetic process (GO:0010558)	3/13	9.398849e-04	1.264618e-02	0	0	1.923127e+01	1.340372e+02	EDN1;FCN3;PF4
GO_Biological_Process_2021	positive regulation of calcineurin-mediated signaling (GO:0106058)	3/13	9.398849e-04	1.264618e-02	0	0	1.923127e+01	1.340372e+02	CAMTA1;IGF1;LMCD1
GO_Biological_Process_2021	positive regulation of calcineurin-NFAT signaling cascade (GO:0070886)	3/13	9.398849e-04	1.264618e-02	0	0	1.923127e+01	1.340372e+02	CAMTA1;IGF1;LMCD1
GO_Biological_Process_2021	calcium-mediated signaling (GO:0019722)	7/102	1.055894e-03	1.413231e-02	0	0	4.765155e+00	3.265736e+01	EDN1;EDNRB;SPHK1;BTK;CCR5;SELE;CCR2
GO_Biological_Process_2021	heart development (GO:0007507)	9/164	1.069362e-03	1.423763e-02	0	0	3.768406e+00	2.577851e+01	BMP4;ACVRL1;NDRG4;BMP2;COL3A1;CXADR;SOX17;FOXF1;PDGFB
GO_Biological_Process_2021	regulation of macrophage activation (GO:0043030)	4/30	1.128755e-03	1.479600e-02	0	0	9.886375e+00	6.709527e+01	CEBPA;IL6;SPHK1;THBS1
GO_Biological_Process_2021	respiratory tube development (GO:0030323)	4/30	1.128755e-03	1.479600e-02	0	0	9.886375e+00	6.709527e+01	BMP4;CEBPA;FOXF1;FGFR2
GO_Biological_Process_2021	negative regulation of interleukin-1 production (GO:0032692)	4/30	1.128755e-03	1.479600e-02	0	0	9.886375e+00	6.709527e+01	SERPINB1;TNFAIP3;IGF1;CX3CL1
GO_Biological_Process_2021	regulation of epithelial to mesenchymal transition (GO:0010717)	6/76	1.162781e-03	1.516385e-02	0	0	5.531955e+00	3.737909e+01	FOXA1;OLFM1;BMP2;IL6;IL1B;OVOL2
GO_Biological_Process_2021	negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)	3/14	1.182548e-03	1.518798e-02	0	0	1.748208e+01	1.178307e+02	KLF4;MEOX2;THBS1
GO_Biological_Process_2021	negative regulation of coagulation (GO:0050819)	3/14	1.182548e-03	1.518798e-02	0	0	1.748208e+01	1.178307e+02	THBD;EDN1;SERPINE1
GO_Biological_Process_2021	negative regulation of smooth muscle cell migration (GO:0014912)	3/14	1.182548e-03	1.518798e-02	0	0	1.748208e+01	1.178307e+02	NDRG4;SERPINE1;TRIB1
GO_Biological_Process_2021	positive regulation of mononuclear cell migration (GO:0071677)	4/31	1.280317e-03	1.636103e-02	0	0	9.519729e+00	6.340756e+01	SERPINE1;IL12A;AGER;CCR2
GO_Biological_Process_2021	heart morphogenesis (GO:0003007)	5/53	1.352351e-03	1.702489e-02	0	0	6.708333e+00	4.431465e+01	ACVRL1;OLFM1;BMP2;SOX17;HES1
GO_Biological_Process_2021	positive regulation of chemokine production (GO:0032722)	5/53	1.352351e-03	1.702489e-02	0	0	6.708333e+00	4.431465e+01	EGR1;IL6;IL1B;TLR7;AGER
GO_Biological_Process_2021	positive regulation of NIK/NF-kappaB signaling (GO:1901224)	5/53	1.352351e-03	1.702489e-02	0	0	6.708333e+00	4.431465e+01	SPHK1;IL1B;TLR7;AGER;SASH1
GO_Biological_Process_2021	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	9/170	1.374632e-03	1.722015e-02	0	0	3.626855e+00	2.389941e+01	CDH5;CLDN5;CDH3;CXADR;CEACAM6;CDH13;DSG2;SELE;ICAM1
GO_Biological_Process_2021	regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	4/32	1.445546e-03	1.752879e-02	0	0	9.179272e+00	6.002572e+01	MEOX2;PTGS2;KLF4;THBS1
GO_Biological_Process_2021	hematopoietic progenitor cell differentiation (GO:0002244)	4/32	1.445546e-03	1.752879e-02	0	0	9.179272e+00	6.002572e+01	BMP4;FLT4;MEOX1;FSTL3
GO_Biological_Process_2021	negative regulation of cell-matrix adhesion (GO:0001953)	4/32	1.445546e-03	1.752879e-02	0	0	9.179272e+00	6.002572e+01	ACVRL1;SERPINE1;FAM107A;THBS1
GO_Biological_Process_2021	regulation of microglial cell activation (GO:1903978)	3/15	1.461307e-03	1.752879e-02	0	0	1.602443e+01	1.046143e+02	IL6;SPHK1;CX3CL1
GO_Biological_Process_2021	endoderm development (GO:0007492)	3/15	1.461307e-03	1.752879e-02	0	0	1.602443e+01	1.046143e+02	DUSP5;SOX17;DUSP1
GO_Biological_Process_2021	macrophage migration (GO:1905517)	3/15	1.461307e-03	1.752879e-02	0	0	1.602443e+01	1.046143e+02	EDNRB;CCL2;CCR2
GO_Biological_Process_2021	negative regulation of protein processing (GO:0010955)	3/15	1.461307e-03	1.752879e-02	0	0	1.602443e+01	1.046143e+02	CTSZ;SERPINE1;THBS1
GO_Biological_Process_2021	positive regulation of acute inflammatory response (GO:0002675)	3/15	1.461307e-03	1.752879e-02	0	0	1.602443e+01	1.046143e+02	IL6;IL1B;PTGS2
GO_Biological_Process_2021	positive regulation of heterotypic cell-cell adhesion (GO:0034116)	3/15	1.461307e-03	1.752879e-02	0	0	1.602443e+01	1.046143e+02	CEACAM6;IL1B;AGER
GO_Biological_Process_2021	negative regulation of cell cycle (GO:0045786)	6/80	1.518068e-03	1.812417e-02	0	0	5.231863e+00	3.395645e+01	BMP4;CEBPA;NR4A1;BMP2;DUSP1;RHOB
GO_Biological_Process_2021	regulation of sprouting angiogenesis (GO:1903670)	4/33	1.625074e-03	1.920280e-02	0	0	8.862294e+00	5.691544e+01	KLF4;FUT1;THBS1;KLF2
GO_Biological_Process_2021	muscle cell development (GO:0055001)	4/33	1.625074e-03	1.920280e-02	0	0	8.862294e+00	5.691544e+01	CXADR;SDC1;HES1;IGF1
GO_Biological_Process_2021	response to endoplasmic reticulum stress (GO:0034976)	7/110	1.638619e-03	1.920280e-02	0	0	4.393252e+00	2.817789e+01	PDIA3;PPP1R15A;JUN;AGR2;BAX;THBS1;ATF3
GO_Biological_Process_2021	response to tumor necrosis factor (GO:0034612)	7/110	1.638619e-03	1.920280e-02	0	0	4.393252e+00	2.817789e+01	CCL13;ZFP36;SPHK1;CCL2;HAS2;SELE;CX3CL1
